PMID,Journal,Year,Animal,Disease,Type,Acupoints,Mechanism,Site
40553719,Exp Neurol,2025,Mouse,Chronic sleep deprivation (CSD)-induced insomnia,EA,"EX-HN3, HT7, SP6",Regulation of VTA-NAc dopaminergic projections,SP6
40016484,Reprod Sci,2025,Rat,Oligoasthenospermia,EA,"CV3, CV4, ST36, SP6",Modulation of oxidative stress via MAPK and glutathione metabolism pathways,SP6
39910658,Chin Med,2025,Mouse,polycystic ovary syndrome (PCOS),"EA, MA","ST29, SP6",Regulation of the hypothalamic GnRH-tanycyte unit and Itgb1 expression,SP6
39838669,Comb Chem High Throughput Screen,2025,Rat,Poor Ovarian Response (POR),Acupuncture,"GV20, CV4, EX-CA4, SP6","Regulation of microRNAs (miR-154-5p, miR-300-5p, miR-376c-5p) and MAP3K1",SP6
39470921,Chin J Integr Med,2025,Rat,Diabetic Gastroparesis (DGP),EA,"ST36, ST21, SP6",Inhibition of NLRP3/Caspase-1/GSDMD pyroptosis pathway,SP6
38922475,Purinergic Signal,2025,Rat,IBS visceral pain,EA,"ST36, SP6",Unknown,SP6
38934278,Comb Chem High Throughput Screen,2025,Rat,Lipid metabolic disorder,EA,"ST36, PC6, SP6, BL18, ST40",Suppression of hepatic Pdia3/Perk/Qrich1 expression,SP6
40534889,Front Immunol,2025,Rat,cold-coagulation type dysmenorrhea,"MA, EA","CV4, BL32, SP6",COX-2/mPGES-1/PGE2 pathway activation and β-endorphin release,SP6
40398703,Brain Res Bull,2025,Mouse,pain sensory memory and pain-related aversive memory relapse,EA,"ST36, SP6",MOR activation and GABAergic neuron inhibition in the insular cortex,SP6
40566816,Neurol Res,2025,Mouse,Post-stroke depression (PSD),EA,"GB13, GV29, SP6, LR3",JNK signaling pathway inhibition,SP6
40923144,Brain Behav,2025,Mouse,"chronic stress-induced pain hypersensitivity, hyperalgesia",EA,"ST36, SP6",Suppression of thalamic VAL CaMKIIα-positive neurons,SP6
41344227,J Psychiatr Res,2025,Rat,Chronic neuropathic pain and long-term cognitive impairment,EA,"ST36, SP6",rACC-vlPAG neural circuit activation,SP6
41333194,Nat Sci Sleep,2025,Rat,Insomnia (PCPA-induced),MA,"BL15, BL20, BL23, LI11, PC6, SP6, GV14, GV6, GV20, CV17, CV12, CV4",5-HT/AC/cAMP pathway activation,SP6
41330160,J Surg Res,2025,Mouse,Hip fracture-induced acute lung injury (ALI),EA,"ST36, SP6",TLR4/NF-κB signaling inhibition,SP6
41167532,Brain Res Bull,2025,Rat,Depression (Chronic restraint stress (CRS)-induced),EA,"ST36, GV29 GV20, SP6",PINK1/Parkin-mediated mitochondrial autophagy,SP6
41083053,Brain Res Bull,2025,Rat,Remifentanil-induced hyperalgesia (RIH),EA,"ST36, SP6",Thalamo-cortico-limbic circuit inhibition,SP6
40598228,Cell Commun Signal,2025,Rat,Acute ischemic stroke (MCAO model),EA,"GV20, PC6, SP6",Astrocyte-to-neuron mitochondrial transfer via CD38-cADPR-Ca2+ signaling,SP6
41034038,Tohoku J Exp Med,2025,Rat,Severe hand-foot-mouth disease (HFMD),MA,"GV20, HT7, GV24, GB39, SP6",p38 MAPK/CREB pathway modulation,SP6
41069927,J Diabetes Res,2025,Rat,Diabetic Kidney Disease (DKD),MA,"CV12, LR3, SP9, SP10, SP8, SP6, SP40, LI11, LI4, ST36",Suppression of EMT via DPP4/SDF-1 axis,SP6
40918226,Pain Rep,2025,Mouse,Neuropathic pain (SNI model),EA,"ST36, SP6",DBI and GABAA1 expression upregulation,SP6
40842166,Brain Behav,2025,Rat,Middle Cerebral Artery Occlusion (MCAO) (stroke-induced brain injury),MA,"GV20, GV26, PC6, SP6",Complement system modulation,SP6
40836410,Int Immunopharmacol,2025,Rat,Parkinson's disease (PD),EA,"EX-HN01, SP6",Microbiota-metabolized LPS/NLRP3 pathway modulation,SP6
40810266,Neuroreport,2025,Rat,Perimenopausal depression (PMD),MA,"GV20, BL23, BL18, SP6",PI3K/AKT/mTOR pathway activation,SP6
40728104,Immun Inflamm Dis,2025,Mouse,Surgical stress-induced impairment of dendritic cell maturation,EA,"ST36, SP6",GR/GILZ signaling pathway modulation,SP6
40687333,J Pain Res,2025,Rat,Primary dysmenorrhea (PDM),EA,"SP6, CV4",COX-2/NF-κB/NLRP3 pathway modulation,SP6
37899603,Acupunct Med,2024,Rat,Neurogenic bladder,EA,"BL32, CV3, SP6, GV14",Mediation of the PKA signaling pathway,SP6
38018559,CNS Neurosci Ther,2024,Rat,chronic inflammatory pain-induced anxiety-like behaviors,EA,"ST36, SP6",Activation of the rACC-DRN neural circuit,SP6
38819696,Neurochem Res,2024,Rat,Ischemic stroke (MCAO/R),EA,"PC6, GV26, SP6, GV20",Activation of Nrf2/SLC7A11/GPX4 axis,SP6
39261952,Diabetol Metab Syndr,2024,Rat,"MAFLD, T2DM, hepatic steatosis and fibrosis",EA,"BL19, EX-B3, ST36, SP6",Enhancement of AMPK-mediated glycolipid metabolism and autophagy,SP6
39054547,Diabetol Metab Syndr,2024,Mouse,Glycolipid metabolism disorders in NAFLD/Type 2 diabetes mellitus (T2DM),EA,"BL13, BL20, BL23, ST36, SP6, LI4, LR3",Mediation of AMPK/ACC signaling pathway,SP6
39062789,Int J Mol Sci,2024,Mouse,ischemic stroke,EA,"SP6, ST36",Unknown,SP6
39084906,eNeuro,2024,Mouse,Comorbid chronic neuropathic pain and anxiety-like behaviors,EA,"ST36, SP6",Unknown,SP6
39071725,Heliyon,2024,Rat,Diabetic Kidney Disease (DKD),MA,"LI1, LI4, SP10, ST36, ST40, SP9, SP8, SP6, LR3, CV12",Inhibition of ferroptosis and epithelial-mesenchymal transition,SP6
39279046,CNS Neurosci Ther,2024,Mouse,"Chronic pain, mechanical allodynia, anxiety-like behaviors",EA,"ST36, SP6",Modulation of BLA-ACC neural circuit,SP6
39297025,Degener Neurol Neuromuscul Dis,2024,Rat,Alzheimer's disease (AD),MA,"GV20, EX-HN1, PC6, HT7, GB39, SP6",Improvement of cerebral blood oxygen metabolism,SP6
39334299,Mol Brain,2024,Mouse,Carrageenan-induced pain aversion (inflammatory pain model),EA,"ST36, SP6",Activation of ACC GABAergic neurons,SP6
39363248,J Physiol Sci,2024,Rat,herpes simplex virus type-1 (HSV-1),MA,"GV20, HT7, GV24, GB39, SP6",Modulation of p38 MAPK/CREB pathway,SP6
39366551,Life Sci,2024,Rat,"Reproductive aging (neuroendocrine defects, luteinizing hormone (LH) surge failure)",EA,"CV4, SP6",Modulation of hypothalamic neurotransmitter metabolism,SP6
39369764,Brain Res Bull,2024,Mouse,"Chronic neuropathic pain, depression-like behaviors",EA,"ST36, SP6",Inhibition of IL-BLA neural circuit,SP6
39380228,J Tradit Chin Med,2024,Rat,sleep deprivation,EA,"GV20, HT7, SP6",Activation of AKT/mTOR signaling pathway,SP6
39834366,Front Microbiol,2024,Rat,type 2 diabetes mellitus (T2DM),EA,"ST36, SP6, EX-B3","Regulation of gut microbiota, short-chain fatty acids (SCFAs), and GLP-1",SP6
36753045,Mol Neurobiol,2023,Rat,CFA-Induced Inflammatory Pain,EA,"ST36, SP6",PD-L1/PD-1-SHP-1 pathway upregulation,SP6
36819507,Ann Transl Med,2023,Rat,Surgery-induced spatial memory deficits / Perioperative neurocognitive disorders (PNDs),EA,"SP6, ST36",Promoting mitophagy and inhibiting oxidative stress/inflammation,SP6
36786352,Brain Behav,2023,Rat,Focal cerebral ischemia-reperfusion injury (CIRI),EA,"GV26, PC6, SP6",VEGF/Notch signaling pathway activation and angiogenesis promotion,SP6
36785752,Evid Based Complement Alternat Med,2023,Rat,Collagen-induced arthritis (rheumatoid arthritis),EA,"ST36, SP6",Suppressing the TLR2/4-MyD88-NF-κB signaling pathway,SP6
36760604,Front Mol Neurosci,2023,Rat,Perioperative hypothalamus-pituitary-adrenal axis dysfunction (surgical trauma),EA,"ST36, SP6",Neuroendocrine circRNA-miRNA-mRNA networks and HPA axis regulation,SP6
36357746,Neurochem Res,2023,Rat,Cerebral Ischemia-Reperfusion Injury (CIRI),EA,"GV20, SP6, ST36",Nrf2/HO-1 signaling pathway modulation and microglia polarization,SP6
36699677,Front Physiol,2023,rat,type 2 diabetes mellitus,EA,"BL23, BL28, BL33, SP6","Electroacupuncture upregulates PACAP38 mRNA and protein expression in the bladder, reversing diabetic bladder remodeling by reducing apoptosis, fibrosis, and abnormal smooth muscle/collagen remodeling",SP6
36648299,Stem Cells,2023,Mouse,Chronic Neuropathic Pain,EA,"ST36, SP6",Tet1-mediated restoration of adult neurogenesis,SP6
37152933,Front Endocrinol (Lausanne),2023,Mouse,Diabetic cognitive impairment (DCI),EA,"GV20, GV24, BL13, BL20, BL23, LI4, ST36, SP6, LR3","Reducing endoplasmic reticulum stress, inhibiting JNK, and restoring insulin signaling",SP6
35389158,Purinergic Signal,2023,rat,Irritable bowel syndrome (IBS),EA,"ST36, SP6",Inhibition of P2X7 receptor in spinal cord astrocytes to downregulate NMDA receptor,SP6
35475376,Acupunct Med,2023,mouse,Premature ovarian failure (POF),EA,"CV4, ST36, SP6",Inhibition of ac4C modification of P16 mRNA to alter P16/CDK6/CCND1 axis activity,SP6
37075681,Tissue Cell,2023,Rat,polycystic ovary syndrome (PCOS),EA,"ST29, SP6","Downregulating Alas2 to inhibit apoptosis, oxidative stress, and mitochondrial dysfunction",SP6
37008940,Front Endocrinol (Lausanne),2023,Rat,Controlled ovarian hyperstimulation (COH),MA,"SP6, LR3, ST36","Restoring estrogen and progesterone balance, regulating implantation window",SP6
37303036,Biol Res,2023,Rat,Polycystic ovary syndrome (PCOS)-related abnormal follicular development,MA,"CV6, EX-CA1, CV4, CV3, SP6",LncMEG3-mediated inhibition of miR-21-3p,SP6
37572879,Neuroscience,2023,Mouse,Persistent inflammatory pain (CFA-induced),EA,"ST36, SP6",Activation of peripheral FPR2/ALX and IL-10 increase,SP6
38162554,Med Acupunct,2023,Gerbils,Ischemic stroke / Global cerebral ischemia,"MA, EA","ST36, SP6",Unknown,SP6
38089431,Diabetes Metab Syndr Obes,2023,Mouse,Type 2 Diabetes Mellitus (db/db mice model),EA,"BL13, BL20, BL23, LI4, ST36, SP6, LR3",Gut microbiota and bile acid metabolism regulation,SP6
37935442,Mol Hum Reprod,2023,Rat,Intrauterine adhesion (IUA),EA,"CV4, SP6, ST36",Regulating autophagy and suppressing NF-κB,SP6
37679857,Cereb Cortex,2023,Mouse,Pain-related aversive memory behaviors,EA,"ST36, SP6",Activation of KOR and inhibition of GABAergic neurons in the insular cortex,SP6
37946472,J Tradit Chin Med,2023,Mouse,Collagen-induced arthritis (CIA),EA,"ST36, SP6",Adenosine A2AR-mediated alteration of p38α MAPK signaling,SP6
37543295,Brain Res Bull,2023,Rat,Ketamine-induced neuronal injury,EA,"ST36, SP6",Modulation of the CAMK II/CREB pathway,SP6
37401033,CNS Neurosci Ther,2023,Mouse,"Chronic neuropathic pain (induced by spared nerve injury - SNI), anxiety-like behaviors",EA,"ST36, SP6",Regulation of the rACC-DRN neural circuit,SP6
37454255,J Tradit Chin Med,2023,Rat,"Insomnia, spatial learning and memory deficits",EA,"SP6, GV20, HT7",Upregulation of PKA/CREB and BDNF/TrkB signaling,SP6
37517892,J Integr Med,2023,Rat,Acute postoperative pain (APP),EA,"ST36, SP6",Activation of the STING/IFN-1 pathway,SP6
35095390,Front Neurosci,2022,mouse,Neuropathic pain,EA,"ST36, SP6",Rostral anterior cingulate cortex-ventrolateral periaqueductal gray circuit modulation,SP6
35436959,Chin Med,2022,rat,polycystic ovary syndrome (PCOS),EA,"ST29, SP6",Activation of brown adipose tissue via sympathetic innervation,SP6
35321505,Evid Based Complement Alternat Med,2022,mouse,premature ovarian failure,EA,"CV4, SP6",Regulation of gut microbiome,SP6
35299694,Front Mol Neurosci,2022,rat,chronic pain,EA,"ST36, SP6",Lateral Hypothalamic (LH) orexin neuronal signaling,SP6
35189173,Behav Brain Res,2022,rat,Neuropathic pain,EA,"ST36, SP6",Modulation of infralimbic medial prefrontal cortex activity,SP6
35087621,Oxid Med Cell Longev,2022,rat,"anxiety, mood disorders",EA,"ST36, SP6",Inhibition of hippocampal inflammatory response and metabolic disorders,SP6
35069759,Evid Based Complement Alternat Med,2022,rat,Dysmenorrhea,MA,SP6,Suppression of Eotaxin/CCR3 axis to weak EOS-MC activation,SP6
35034504,Acupunct Med,2022,rat,obesity with insulin resistance (IR),EA,"ST36, SP6",Regulation of AMPK/mTORC1/p70S6K signaling pathway,SP6
35600074,Front Mol Neurosci,2022,mouse,cerebral ischemia,EA,"LU5, LI4, ST36, SP6",Inhibition of NLRP3/caspase-1 pathway to reduce cell pyroptosis and inflammatory response,SP6
34929338,Neuroscience,2022,rat,Cerebral Ischemia-Reperfusion Injury (CIRI),EA,"GV20, BL23, SP6",Downregulation of neuronal TRPV1 expression to inhibit NF-κB signaling pathway-mediated anti-apoptosis,SP6
34913150,Chin J Integr Med,2022,rat,Vascular dementia,EA,"GV20, CV17, BL17, CV6, SP6",Inhibition of TLR4/MyD88 signaling pathway to attenuate immune-inflammatory response,SP6
34892981,Acupunct Med,2022,rat,polycystic ovary syndrome (PCOS),EA,"ST29, SP6","Regulation of visceral fat, brown fat, and intestinal flora",SP6
35545344,Zhong Nan Da Xue Xue Bao Yi Xue Ban,2022,rat,neurogenic urinary retention,EA,"BL32, HT7, SP6",Activation of autophagy through AMPK/mTOR pathway,SP6
36636219,Heliyon,2022,rat,insomnia,EA,"GV20, HT7, SP6",cAMP/CREB/BDNF and PI3K/Akt pathways regulation,SP6
35696012,Mol Neurobiol,2022,mouse,anxiety,EA,"ST36, SP6",Dopamine receptor D1/D2 regulation in basolateral amygdala,SP6
36090261,Front Neurosci,2022,rat,Prostatitis,EA,"CV3, CV4, SP6, BL35",cAMP-PKA-TRPV1/PLC-PKC-TRPV1 signaling pathway modulation,SP6
36388162,Comput Math Methods Med,2022,rat,Premature ovarian failure (POF),MA,"CV4, SP6, CV3, ST29, GB20, GV16, BL10, GB12, BL23, SP6, LR3, GV20",Bcl-2/Bax apoptosis pathway modulation,SP6
36313328,Front Pharmacol,2022,rat,Obesity,EA,"CV12, ST25, ST36, SP6","Electroacupuncture reduces obesity by demethylating the TSC1 promoter, suppressing hypothalamic mTOR/p70S6K signaling, and restoring autophagy (Beclin-1, LC3, p62) to decrease fat accumulation",SP6
36244114,Biochem Biophys Res Commun,2022,rat,polycystic ovary syndrome (PCOS),EA,"ST29, SP6",IMD inhibition of ER stress-mediated apoptosis and autophagy,SP6
36093113,Front Endocrinol (Lausanne),2022,mouse,breast cancer,MA,"ST36, SP6, CV4, CV6, GV20",Gut microbiota-gut-brain axis regulation,SP6
36378055,J Tradit Chin Med,2022,rat,chronic pelvic pain syndrome (CPPS),EA,"CV4, CV3, BL35, SP6",P2X7R/NLRP3 signaling pathway inhibition and inflammatory cytokine reduction,SP6
36083486,J Tradit Chin Med,2022,rat,fallopian tube inflammation,EA,"CV4, ST36, SP6, BL23",TGF-β1/p38MAPK signaling pathway downregulation,SP6
35923840,J Pain Res,2022,rat,chronic pelvic pain syndrome (CPPS),EA,"CV4, CV3, SP6, BL35",PI3K-AKT/JAK-STAT signal pathway regulation,SP6
36082082,Oxid Med Cell Longev,2022,mouse,premature ovarian failure,EA,"CV4, ST36, SP6",Intestinal microbiota regulation to inhibit oxidative stress,SP6
35704659,PLoS One,2022,rat,polycystic ovary syndrome,EA,"SP6, ST36, CV6",Hypothalamic NPY and ghrelin level regulation,SP6
35952538,Biochem Biophys Res Commun,2022,rat,urinary retention,EA,"SP6, BL32",TRPV1 regulation and urinary ATP reduction,SP6
35957829,Front Endocrinol (Lausanne),2022,mouse,premature ovarian failure,EA,"CV4, SP6",Liver and kidney metabolic regulation,SP6
32744055,Acupunct Med,2021,rat,peritonitis,MA,SP6,Activation of anti-inflammatory neural reflexes and reduction of cytokines,SP6
32744065,Acupunct Med,2021,rat,Neuropathic pain,EA,"ST36, SP6",Suppression of JAK2/STAT3 signaling pathway and IL-6,SP6
34098562,Neuroimmunomodulation,2021,rat,Hyperactivity of the HPA axis,EA,"ST36, SP6",Regulation of hypothalamic Gas5/miRNA-674/SGK1 signaling pathway,SP6
33406849,Acupunct Med,2021,rat,polycystic ovary syndrome,EA,"CV6, SP6, ST36",Kisspeptin system modulation,SP6
33505241,Front Neurosci,2021,rat,anxiety,EA,"ST36, SP6",rACC-thalamus circuitry regulation,SP6
33584196,Front Neurosci,2021,mouse,Inflammatory pain,EA,"ST36, SP6",Neuregulin1-ErbB4 signaling pathway modulation,SP6
33628224,Neural Plast,2021,rat,HPA axis dysfunction,EA,"ST36, SP6",Secretagogin (SCGN) mediation in HPA axis modulation,SP6
33693006,Front Cell Dev Biol,2021,rat,Ovarian hyperstimulation syndrome (OHSS),EA,"SP6, CV4",CD200 regulation,SP6
33715459,Acupunct Med,2021,rat,Osteoporosis,EA,"BL20, BL23, SP6",Unknown,SP6
33763013,Front Neurol,2021,rat,ischemic stroke,EA,"GV20, GV26, SP6, PC6","Electroacupuncture inhibits ferroptosis by upregulating GPX4 and FTH1 while downregulating transferrin/TfR1, reducing iron accumulation and oxidative stress in ischemic brain tissue",SP6
33824679,Evid Based Complement Alternat Med,2021,rat,type 2 diabetes,EA,"ST36, SP6, BL19, EX-B3",IRS-1 phosphorylation regulation,SP6
33937407,Biomed Res Int,2021,rat,thin endometrium,EA,"SP6, EX-CA1, CV4",Pinopode-related molecule expression promotion,SP6
33474635,Pflugers Arch,2021,mouse,Inflammatory pain,EA,"ST36, SP6",ANXA1/FPR2/ALX pro-resolution pathway activation and opioid system crosstalk,SP6
34029955,Biomed Pharmacother,2021,mouse,Obesity,EA,"ST25, CV4, ST36, SP6",M2 macrophage polarization and inflammatory response modulation,SP6
34135611,Diabetes Metab Syndr Obes,2021,mouse,type 2 diabetes mellitus,EA,"BL13, BL20, BL23, LI4, LR3, ST36, SP6","Regulating intestinal flora, increasing SCFAs, affecting LPS levels, and reducing inflammatory response",SP6
34646336,Comput Math Methods Med,2021,rat,Obesity,EA,"ST25, CV4, ST36, SP6","Inhibiting production of leptin and prostaglandin E, boosting fat metabolism",SP6
34221075,Evid Based Complement Alternat Med,2021,rat,diabetic bladder dysfunction,EA,"SP6, BL33",Regulation of p-MLC and p-MLCK levels (myosin light chain phosphorylation),SP6
34673136,Brain Res Bull,2021,mouse,encephalopathy,EA,"GV20, ST36, SP6",Upregulation of PICK1-TLR4 complexes in microglia,SP6
34939392,J Tradit Chin Med,2021,rat,ovarian failure,MA,"CV4, SP6, ST36, BL20, BL23, EX-CA1",Inhibition of p38MAPK protein expression and activation of p38MAPK signaling pathway,SP6
34658758,Front Neurosci,2021,mouse,hyperactivity of HPA axis,EA,"ST36, SP6",Suppressing GluN2A/ERK/CREB signaling pathway to alleviate HPA axis hyperactivity,SP6
34653763,Biomed Pharmacother,2021,rat,polycystic ovary syndrome (PCOS),MA,"CV4, CV3, CV6, SP6, EX-CA1","Inhibiting PI3K/AKT/mTOR pathway through LncMEG3, reducing granulosa cell autophagy",SP6
34987599,Evid Based Complement Alternat Med,2021,mouse,Polycystic ovarian syndrome (PCOS),EA,"ST36, SP6, PC6","Regulation of hormone levels (testosterone, estrogen), HOMA-IR, and gene expression (CYP11A1, HSD3B2)",SP6
34552585,Front Immunol,2021,mouse,"neurotoxicity, immunosuppression",EA,"ST36, SP6",PAC1 receptor mediation (via PACAP release from sympathetic BM terminals),SP6
34512242,Front Neurosci,2021,mouse,opioid tolerance,EA,"ST36, SP6",Modulation of cAMP-PKA/ERK-CREB signaling pathway,SP6
34431619,Anat Rec (Hoboken),2021,rat,Depression,EA,"PC6, SP6",Modulating c-Fos/AP-1 expression through the JNK signaling pathway,SP6
34423582,Brain Behav,2021,mouse,Spinal cord injury,EA,"ST36, SP6","Activating ApoE and Nrf2, inhibiting inflammatory response and oxidative stress",SP6
34299139,Int J Mol Sci,2021,rat,Drug addiction,MA,"HT7, SP6",Regulation of brain reward function via intracranial self-stimulation thresholds of the medial forebrain bundle,SP6
32351637,Pain Res Manag,2020,rat,nerve injury,EA,"ST36, SP6",IRF8 expression and microglial activation inhibition,SP6
32498533,Ann Palliat Med,2020,rat,labor pain,EA,"LI4, SP6",Inhibition of spinal microglia activation,SP6
32516787,Neuroimmunomodulation,2020,mouse,Obesity,EA,"CV4, ST25, ST36, SP6",Regulation of the enteric nervous system,SP6
32547407,Front Physiol,2020,rat,polycystic ovary syndrome (PCOS),EA,"ST29, SP6",Regulation of ovarian innervation via superior ovarian nerve (SON),SP6
32698821,Mol Med,2020,rat,polycystic ovary syndrome,EA,"ST29, SP6",Enhancing autophagy and inactivating mTOR/4E-BP1 signaling pathway,SP6
32737656,Inflammation,2020,rat,Non-alcoholic fatty liver disease,EA,"ST40, SP9, SP6",Enhancing Sirt1 expression and inhibiting NLRP3/NF-κB signaling pathway,SP6
32304687,Brain Res,2020,rat,Aging,EA,"GV20, BL23, SP6, PC6, ST36",PI3K/Akt signaling pathway modulation,SP6
33109277,Biol Res,2020,rat,polycystic ovary syndrome,EA,"ST29, SP6",Suppression of SREBP1 via AMPK signaling pathway activation,SP6
32904499,J Inflamm Res,2020,rat,Ischemia-Reperfusion,EA,"ST36, SP6",Sciatic nerve mediation,SP6
